"Step","Total Residents","At Home","School","Water","Religion","restaurant","Health Center","Socialize","Work","Business"
"466","49285","9244","0","4343","1755","2208","6650","17600","2728","4757"
"467","49283","10985","0","3934","1751","2146","6639","16402","2626","4802"
"468","49282","15244","0","2791","1566","1814","5756","15606","2445","4061"
"469","49281","15627","0","2647","1577","1738","5718","15589","2451","3934"
"470","49278","14540","0","2553","1560","1702","5511","16691","2594","4130"
"471","49274","12725","0","2284","1523","1635","5627","18181","2667","4632"
"472","49273","12721","0","2425","1899","1762","6310","17033","2508","4615"
"473","49270","12338","0","2256","1924","1639","6108","17519","2612","4874"
"474","49268","21116","0","1476","1227","1046","4149","13942","2452","3860"
"475","49267","27073","0","916","748","683","2799","11559","2272","3217"
"476","49266","35909","0","624","513","431","1867","6893","1192","1838"
"477","49264","45948","0","142","137","93","442","1919","119","466"
"478","49264","47604","0","0","0","0","0","1347","0","313"
"479","49262","47604","0","0","0","0","0","1347","0","313"
"480","49258","48034","0","0","0","0","0","991","0","237"
"481","49256","49258","0","0","0","0","0","0","0","0"
"482","49255","49256","0","0","0","0","0","0","0","0"
"483","49254","49255","0","0","0","0","0","0","0","0"
"484","49248","49254","0","0","0","0","0","0","0","0"
"485","49246","49246","0","0","0","0","0","0","0","0"
"486","49244","41330","0","648","2109","290","1158","2895","0","816"
"487","49244","32516","0","1502","4350","595","2465","6209","0","1607"
"488","49241","25643","0","2139","5931","889","3424","8909","0","2306"
"489","49238","13054","0","3272","8384","1375","5218","14151","0","3787"
"490","49235","8651","0","3570","9228","1560","5841","16058","0","4330"
"491","49235","11531","0","3049","8893","1460","5582","14471","0","4249"
"492","49232","12527","0","2679","8115","1300","5163","15153","0","4298"
"493","49231","15873","0","2036","7910","1160","5009","13853","0","3391"
"494","49231","14647","0","1874","7444","1114","4715","15628","0","3809"
"495","49228","13191","0","1675","7223","1124","4603","17201","0","4214"
"496","49225","13081","0","1806","8073","1261","5141","15801","0","4062"
"497","49224","12677","0","1825","9087","1335","5552","14578","0","4171"
"498","49224","16889","0","1469","7259","1067","4457","14149","0","3934"
"499","49222","28226","0","852","4045","568","2609","10116","0","2808"
"500","49222","34926","0","592","2834","415","1817","6790","0","1848"
"501","49220","45943","0","117","583","96","418","1667","0","396"
"502","49218","47759","0","0","0","0","0","1200","0","261"
"503","49218","47757","0","0","0","0","0","1200","0","261"
"504","49214","49128","0","0","0","0","0","68","0","18"
"505","49214","49214","0","0","0","0","0","0","0","0"
"506","49208","49214","0","0","0","0","0","0","0","0"
"507","49207","49208","0","0","0","0","0","0","0","0"
"508","49207","49207","0","0","0","0","0","0","0","0"
"509","49205","49207","0","0","0","0","0","0","0","0"
"510","49204","43193","0","513","325","503","891","1395","2150","235"
"511","49200","33396","0","1238","910","1346","2369","3684","5592","669"
"512","49200","20501","0","1999","1276","2314","4235","6974","10563","1338"
"513","49200","16685","1262","2131","1270","2441","4531","7487","11949","1444"
"514","49199","7997","8268","2094","983","2346","4235","7212","14527","1537"
"515","49195","9380","11649","1426","623","1626","2911","5798","14367","1415"
"516","49195","14287","10151","988","472","1304","2210","3827","15063","893"
"517","49195","15125","9876","912","442","1253","2107","3473","15221","786"
"518","49194","12322","12872","828","424","1158","2042","4279","14353","916"
"519","49194","8679","17614","900","475","1115","2146","4049","13264","952"
"520","49191","9183","17792","968","630","1183","2359","3777","12340","959"
"521","49187","9209","17790","989","670","1163","2304","3877","12151","1034"
"522","49186","32506","137","669","555","899","1896","3772","7793","959"
"523","49186","32750","0","660","545","885","1861","3769","7757","959"
"524","49183","34907","0","550","472","764","1597","3301","6762","833"
"525","49182","46709","0","104","85","149","295","768","888","185"
"526","49181","48522","0","0","0","0","0","533","0","126"
"527","49180","48522","0","0","0","0","0","533","0","126"
"528","49178","48540","0","0","0","0","0","519","0","121"
"529","49178","49178","0","0","0","0","0","0","0","0"
"530","49175","49175","0","0","0","0","0","0","0","0"
"531","49172","49172","0","0","0","0","0","0","0","0"
"532","49172","49172","0","0","0","0","0","0","0","0"
"533","49171","49172","0","0","0","0","0","0","0","0"
"534","49171","47634","0","138","82","117","237","369","530","64"
"535","49169","29429","0","1658","1040","1426","3113","4709","6916","878"
"536","49168","19194","0","2318","1318","2072","4578","7129","11164","1395"
"537","49165","15832","1821","2369","1292","2115","4640","7383","12240","1476"
"538","49162","7875","7867","2293","1093","2091","4394","7256","14698","1598"
"539","49162","9544","11341","1673","705","1505","3184","5663","14197","1350"
"540","49156","9944","11447","1458","658","1317","2827","5632","14564","1315"
"541","49154","14925","9906","959","485","1016","2143","3640","15281","801"
"542","49154","13972","10957","907","470","968","2126","3894","15002","858"
"543","49153","9481","16323","875","435","954","2035","4398","13654","999"
"544","49152","9369","17867","994","678","1068","2322","3718","12147","989"
"545","49152","9423","17867","974","731","1051","2306","3797","11968","1035"
"546","49151","26427","4633","787","557","902","1917","3869","9081","978"
"547","49149","32645","0","705","502","824","1864","3788","7871","952"
"548","49148","39229","0","460","322","533","1155","2280","4573","596"
"549","49148","45826","0","150","121","198","443","921","1260","229"
"550","49147","48439","0","0","0","0","0","564","0","145"
"551","49146","48438","0","0","0","0","0","564","0","145"
"552","49144","48846","0","0","0","0","0","242","0","58"
"553","49144","49144","0","0","0","0","0","0","0","0"
"554","49139","49139","0","0","0","0","0","0","0","0"
"555","49138","49139","0","0","0","0","0","0","0","0"
"556","49137","49138","0","0","0","0","0","0","0","0"
"557","49135","49135","0","0","0","0","0","0","0","0"
"558","49133","38611","0","927","594","647","1607","2444","3809","494"
"559","49133","31948","0","1521","956","1099","2629","4057","6113","810"
"560","49132","24097","0","2159","1215","1596","3792","6002","9085","1186"
"561","49130","7722","6958","2664","1109","1958","4641","7736","14603","1739"
"562","49129","9768","11106","1834","681","1360","3310","5596","13992","1482"
"563","49128","9613","11402","1666","661","1266","3109","5725","14186","1500"
"564","49127","11647","11033","1344","535","1048","2678","4976","14636","1231"
"565","49126","15108","9973","998","443","806","2161","3610","15209","818"
"566","49125","13374","11653","974","445","778","2145","4075","14785","897"
"567","49124","8900","17319","979","441","767","2176","4287","13266","989"
"568","49121","9518","17968","1050","634","806","2443","3809","11855","1038"
"569","49121","9467","17968","1047","649","792","2427","3866","11831","1074"
"570","49121","18362","10768","907","593","724","2208","4053","10477","1029"
"571","49121","32441","0","770","517","687","2006","3930","7839","931"
"572","49118","39328","0","488","302","426","1228","2351","4457","538"
"573","49117","46880","0","114","71","96","286","753","759","158"
"574","49113","48452","0","0","0","0","0","564","0","101"
"575","49113","48449","0","0","0","0","0","563","0","101"
"576","49109","49031","0","0","0","0","0","64","0","14"
"577","49109","49109","0","0","0","0","0","0","0","0"
"578","49107","49107","0","0","0","0","0","0","0","0"
"579","49106","49106","0","0","0","0","0","0","0","0"
"580","49105","49106","0","0","0","0","0","0","0","0"
"581","49105","49105","0","0","0","0","0","0","0","0"
"582","49103","47908","0","104","61","56","207","291","436","40"
"583","49100","34157","0","1410","812","789","2416","3515","5328","676"
"584","49099","20104","0","2602","1258","1614","4340","7056","10707","1418"
"585","49097","17920","440","2694","1303","1700","4595","7441","11512","1494"
"586","49097","8180","8833","2445","981","1534","4041","7042","14455","1586"
"587","49096","9380","11480","1855","680","1122","3117","5854","14171","1437"
"588","49091","12318","10790","1400","552","842","2600","4664","14773","1157"
"589","49090","14963","9917","1078","500","710","2255","3626","15161","881"
"590","49090","12244","12867","1008","497","625","2109","4230","14478","1032"
"591","49087","9153","16857","1002","512","613","2133","4343","13419","1055"
"592","49084","9634","17931","1125","680","678","2369","3842","11784","1041"
"593","49082","9321","17931","1099","656","676","2310","4002","11996","1093"
"594","49081","17945","11144","959","598","646","2151","4055","10509","1075"
"595","49079","32455","0","800","536","609","1950","3944","7819","968"
"596","49078","41769","0","413","249","290","984","1730","3248","395"
"597","49077","45284","0","238","138","163","541","999","1520","195"
"598","49076","48402","0","0","0","0","0","558","0","117"
"599","49076","48401","0","0","0","0","0","558","0","117"
"600","49074","48568","0","0","0","0","0","427","0","81"
"601","49074","49074","0","0","0","0","0","0","0","0"
"602","49073","49073","0","0","0","0","0","0","0","0"
"603","49073","49073","0","0","0","0","0","0","0","0"
"604","49071","49071","0","0","0","0","0","0","0","0"
"605","49068","49071","0","0","0","0","0","0","0","0"
"606","49068","47716","0","152","85","66","221","305","448","75"
"607","49066","32313","0","1591","950","814","2732","4008","5869","791"
"608","49064","22384","0","2376","1277","1266","4166","6500","9776","1321"
"609","49064","9109","6106","2796","1210","1432","4700","7811","14221","1679"
"610","49064","9489","10828","2017","764","1014","3481","5970","14024","1477"
"611","49064","9367","11539","1759","701","889","3155","5941","14230","1483"
"612","49059","12129","10834","1430","560","704","2689","4869","14693","1156"
"613","49058","14902","9991","1101","463","549","2272","3770","15179","831"
"614","49054","12678","12540","1064","434","513","2103","4283","14472","971"
"615","49053","8809","17470","1052","454","522","2089","4256","13334","1067"
"616","49051","9437","18072","1091","664","574","2349","3858","11925","1083"
"617","49050","9281","18071","1057","689","565","2291","3992","11973","1131"
"618","49047","21339","8586","931","566","491","2106","4033","9957","1041"
"619","49046","32771","0","845","523","441","1976","3799","7774","918"
"620","49046","41189","0","444","265","237","1054","1881","3551","425"
"621","49042","47042","0","119","71","48","244","746","620","156"
"622","49041","48368","0","0","0","0","0","559","0","114"
"623","49037","48368","0","0","0","0","0","559","0","114"
"624","49037","48457","0","0","0","0","0","483","0","97"
"625","49036","49037","0","0","0","0","0","0","0","0"
"626","49034","49036","0","0","0","0","0","0","0","0"
"627","49032","49034","0","0","0","0","0","0","0","0"
"628","49031","49032","0","0","0","0","0","0","0","0"
"629","49030","49031","0","0","0","0","0","0","0","0"
"630","49029","44257","0","613","283","218","794","2038","326","501"
"631","49029","29274","0","2545","1131","939","3425","8346","1270","2099"
"632","49029","23178","0","3211","1307","1325","4339","11131","1725","2813"
"633","49027","17774","0","3751","1421","1643","5153","13695","2115","3477"
"634","49024","10816","0","4130","1755","2128","6571","16354","2585","4685"
"635","49022","11004","0","3998","1737","2076","6436","16439","2600","4734"
"636","49020","16060","0","2544","1515","1633","5723","15200","2535","3810"
"637","49018","15539","0","2559","1555","1655","5782","15528","2550","3850"
"638","49015","12611","0","1971","1354","1432","4746","19158","2961","4782"
"639","49014","12704","0","2261","1618","1634","5697","18004","2507","4589"
"640","49013","12717","0","2459","2061","1812","6516","16563","2309","4576"
"641","49012","12487","0","2402","2036","1769","6363","16920","2350","4686"
"642","49012","24610","0","1119","971","883","3386","12403","2213","3427"
"643","49011","26748","0","924","794","754","2852","11551","2182","3207"
"644","49010","32349","0","696","614","585","2196","8620","1578","2372"
"645","49007","46949","0","44","33","30","116","1416","36","383"
"646","49004","47440","0","0","0","0","0","1235","0","332"
"647","49004","47437","0","0","0","0","0","1235","0","332"
"648","49001","47589","0","0","0","0","0","1116","0","299"
"649","49000","49001","0","0","0","0","0","0","0","0"
"650","48999","48999","0","0","0","0","0","0","0","0"
"651","48998","48999","0","0","0","0","0","0","0","0"
"652","48997","48998","0","0","0","0","0","0","0","0"
"653","48994","48994","0","0","0","0","0","0","0","0"
"654","48993","34197","0","1341","3804","514","2203","5561","0","1373"
"655","48991","31023","0","1645","4577","642","2686","6757","0","1663"
"656","48990","23616","0","2348","6103","992","3815","9716","0","2400"
"657","48988","9891","0","3417","8942","1541","5701","15387","0","4109"
"658","48988","10127","0","3135","9032","1562","5820","15060","0","4252"
"659","48988","11394","0","2873","8837","1453","5740","14427","0","4264"
"660","48984","12384","0","2587","8147","1297","5206","15058","0","4309"
"661","48982","16116","0","2034","7965","1186","4942","13333","0","3408"
