"Step","Susciptable","Exposed","LatentTB","LatentExposed","InfectedTB","Recovered","Dead"
"602","19258","11219","17475","6868","1122","0","928"
"603","19254","11214","17482","6869","1123","0","928"
"604","19252","11213","17483","6871","1123","0","930"
"605","19249","11206","17493","6869","1123","0","933"
"606","19248","11202","17495","6869","1123","0","933"
"607","19247","11199","17499","6870","1123","0","935"
"608","19234","11203","17504","6878","1123","0","937"
"609","19230","11204","17506","6877","1124","0","937"
"610","19225","11206","17509","6884","1124","0","937"
"611","19221","11210","17509","6883","1124","0","937"
"612","19200","11220","17520","6900","1124","0","942"
"613","19197","11218","17519","6900","1124","0","943"
"614","19189","11222","17523","6911","1124","0","947"
"615","19176","11224","17529","6922","1124","0","948"
"616","19170","11229","17530","6928","1124","0","950"
"617","19144","11241","17541","6967","1124","0","951"
"618","19143","11236","17547","6966","1124","0","954"
"619","19141","11232","17550","6968","1124","0","955"
"620","19137","11230","17554","6967","1125","0","955"
"621","19136","11229","17556","6968","1125","0","959"
"622","19134","11227","17556","6966","1125","0","960"
"623","19134","11223","17559","6971","1125","0","964"
"624","19131","11218","17563","6973","1125","0","964"
"625","19130","11214","17568","6975","1125","0","965"
"626","19129","11212","17570","6976","1125","0","967"
"627","19128","11209","17572","6978","1125","0","969"
"628","19126","11202","17579","6977","1125","0","970"
"629","19123","11197","17586","6980","1125","0","971"
"630","19122","11195","17588","6980","1125","0","972"
"631","19117","11192","17594","6985","1126","0","972"
"632","19113","11195","17594","6988","1127","0","972"
"633","19108","11192","17600","6991","1127","0","974"
"634","19095","11205","17600","6998","1127","0","977"
"635","19062","11225","17607","7018","1128","0","979"
"636","19061","11219","17612","7024","1128","0","981"
"637","19058","11221","17613","7022","1128","0","983"
"638","19050","11225","17615","7029","1128","0","986"
"639","19033","11231","17622","7037","1128","0","987"
"640","19023","11235","17627","7041","1128","0","988"
"641","19014","11242","17628","7044","1129","0","989"
"642","19006","11247","17630","7049","1129","0","989"
"643","18991","11254","17636","7053","1130","0","990"
"644","18986","11250","17644","7053","1130","0","991"
"645","18982","11247","17648","7051","1130","0","994"
"646","18982","11245","17650","7050","1130","0","997"
"647","18978","11238","17657","7052","1131","0","997"
"648","18978","11231","17663","7052","1132","0","1000"
"649","18977","11223","17669","7050","1132","0","1001"
"650","18975","11217","17675","7050","1132","0","1002"
"651","18974","11211","17681","7052","1132","0","1003"
"652","18974","11206","17686","7050","1132","0","1004"
"653","18970","11202","17687","7045","1135","0","1007"
"654","18969","11199","17688","7041","1137","0","1008"
"655","18969","11197","17690","7041","1137","0","1010"
"656","18962","11196","17696","7047","1137","0","1011"
"657","18953","11203","17696","7054","1138","0","1013"
"658","18938","11214","17698","7074","1138","0","1013"
"659","18909","11234","17707","7092","1138","0","1013"
"660","18903","11234","17713","7099","1138","0","1017"
"661","18895","11232","17716","7102","1139","0","1019"
"662","18888","11234","17720","7111","1140","0","1019"
"663","18877","11238","17726","7121","1141","0","1019"
"664","18870","11234","17736","7128","1142","0","1021"
"665","18854","11237","17744","7136","1144","0","1022"
"666","18845","11241","17747","7140","1144","0","1024"
"667","18843","11239","17748","7142","1144","0","1027"
"668","18841","11237","17751","7149","1145","0","1029"
"669","18837","11231","17757","7149","1146","0","1030"
"670","18837","11230","17758","7149","1146","0","1034"
"671","18829","11225","17766","7148","1146","0","1035"
"672","18826","11221","17772","7148","1146","0","1036"
"673","18826","11214","17779","7149","1146","0","1037"
"674","18825","11214","17779","7148","1146","0","1038"
"675","18820","11206","17788","7147","1147","0","1040"
"676","18820","11204","17790","7147","1147","0","1041"
"677","18819","11201","17792","7141","1148","0","1041"
"678","18817","11198","17797","7140","1148","0","1041"
"679","18817","11196","17799","7141","1148","0","1042"
"680","18806","11200","17803","7147","1150","0","1045"
"681","18800","11198","17808","7165","1150","0","1047"
"682","18791","11203","17807","7176","1153","0","1047"
"683","18778","11210","17811","7206","1153","0","1049"
"684","18774","11210","17813","7221","1153","0","1051"
"685","18767","11211","17814","7235","1154","0","1055"
"686","18759","11214","17817","7250","1154","0","1057"
"687","18749","11219","17821","7267","1155","0","1059"
"688","18745","11220","17822","7271","1155","0","1059"
"689","18734","11220","17831","7300","1155","0","1061"
"690","18733","11219","17832","7307","1156","0","1061"
"691","18730","11213","17840","7307","1157","0","1061"
"692","18725","11214","17843","7309","1158","0","1062"
"693","18720","11212","17848","7311","1158","0","1063"
"694","18719","11201","17858","7311","1160","0","1065"
"695","18717","11199","17859","7312","1160","0","1066"
"696","18716","11190","17868","7316","1160","0","1067"
"697","18716","11189","17869","7315","1160","0","1070"
"698","18713","11186","17872","7317","1160","0","1070"
"699","18712","11181","17876","7317","1161","0","1071"
"700","18711","11175","17880","7319","1161","0","1074"
"701","18711","11170","17885","7324","1161","0","1076"
"702","18709","11169","17885","7323","1162","0","1078"
"703","18708","11165","17888","7324","1162","0","1080"
"704","18699","11168","17892","7329","1162","0","1080"
"705","18691","11173","17894","7332","1163","0","1080"
"706","18686","11174","17897","7337","1163","0","1081"
"707","18672","11181","17902","7351","1163","0","1083"
"708","18668","11181","17905","7360","1164","0","1087"
"709","18660","11186","17903","7370","1164","0","1088"
"710","18654","11177","17917","7407","1164","0","1089"
"711","18649","11179","17918","7414","1165","0","1090"
"712","18648","11176","17922","7429","1165","0","1092"
"713","18643","11175","17926","7446","1165","0","1093"
"714","18635","11172","17934","7461","1166","0","1094"
"715","18633","11172","17936","7464","1166","0","1094"
"716","18631","11163","17944","7463","1166","0","1097"
"717","18631","11157","17950","7466","1166","0","1097"
"718","18630","11151","17956","7465","1166","0","1098"
"719","18629","11147","17959","7463","1167","0","1099"
"720","18628","11145","17960","7465","1167","0","1101"
"721","18627","11136","17970","7465","1167","0","1106"
"722","18625","11127","17975","7461","1168","0","1107"
"723","18625","11114","17987","7462","1168","0","1107"
"724","18621","11108","17992","7464","1168","0","1112"
"725","18620","11104","17996","7461","1168","0","1113"
"726","18619","11103","17997","7462","1169","0","1114"
"727","18616","11099","18003","7466","1169","0","1114"
"728","18612","11098","18005","7472","1169","0","1117"
"729","18605","11101","18008","7478","1170","0","1119"
"730","18602","11096","18011","7483","1170","0","1122"
"731","18588","11100","18020","7504","1170","0","1123"
"732","18588","11100","18020","7506","1170","0","1124"
"733","18571","11111","18025","7527","1170","0","1124"
"734","18569","11110","18028","7538","1170","0","1124"
"735","18566","11107","18032","7550","1172","0","1124"
"736","18553","11108","18041","7575","1173","0","1126"
"737","18552","11109","18041","7585","1173","0","1126"
"738","18544","11109","18049","7599","1173","0","1126"
"739","18541","11108","18049","7604","1174","0","1129"
"740","18539","11105","18052","7602","1176","0","1131"
"741","18535","11101","18057","7606","1177","0","1132"
"742","18534","11098","18060","7609","1177","0","1133"
"743","18532","11095","18062","7611","1178","0","1134"
"744","18532","11092","18065","7614","1178","0","1135"
"745","18531","11086","18069","7612","1179","0","1136"
"746","18531","11085","18070","7611","1179","0","1136"
"747","18530","11080","18076","7612","1179","0","1137"
"748","18530","11077","18078","7609","1179","0","1138"
"749","18529","11070","18085","7607","1179","0","1140"
"750","18526","11070","18084","7604","1180","0","1141"
"751","18524","11065","18090","7600","1181","0","1142"
"752","18514","11063","18097","7609","1181","0","1146"
"753","18512","11060","18100","7607","1183","0","1147"
"754","18498","11066","18105","7620","1185","0","1148"
"755","18489","11067","18110","7641","1185","0","1150"
"756","18488","11066","18112","7644","1185","0","1152"
"757","18483","11064","18115","7653","1186","0","1153"
"758","18477","11059","18126","7666","1186","0","1155"
"759","18467","11059","18134","7676","1186","0","1155"
"760","18459","11064","18136","7686","1187","0","1155"
"761","18449","11058","18147","7712","1187","0","1160"
"762","18447","11052","18155","7711","1187","0","1160"
"763","18443","11051","18160","7714","1187","0","1160"
"764","18443","11048","18159","7713","1188","0","1163"
"765","18442","11044","18161","7711","1188","0","1166"
"766","18441","11042","18164","7710","1188","0","1168"
"767","18436","11040","18167","7713","1188","0","1170"
"768","18435","11037","18168","7719","1189","0","1172"
"769","18433","11028","18175","7721","1191","0","1174"
"770","18433","11024","18178","7720","1192","0","1174"
"771","18433","11013","18189","7725","1192","0","1174"
"772","18432","11003","18198","7723","1194","0","1174"
"773","18432","11002","18199","7722","1194","0","1175"
"774","18432","10997","18202","7720","1195","0","1175"
"775","18430","10992","18209","7726","1195","0","1176"
"776","18425","10994","18211","7725","1195","0","1176"
"777","18418","10992","18220","7728","1195","0","1178"
"778","18411","10996","18221","7728","1195","0","1179"
"779","18402","11001","18224","7740","1195","0","1179"
"780","18394","10997","18233","7760","1196","0","1181"
"781","18388","10999","18236","7772","1196","0","1182"
"782","18383","11001","18239","7779","1196","0","1182"
"783","18379","11001","18242","7790","1197","0","1183"
"784","18363","11006","18250","7807","1199","0","1184"
"785","18360","11004","18254","7814","1199","0","1185"
"786","18356","11002","18258","7821","1200","0","1187"
"787","18352","10995","18265","7829","1201","0","1188"
"788","18349","10994","18265","7834","1201","0","1192"
"789","18347","10991","18270","7836","1201","0","1192"
"790","18345","10988","18270","7844","1202","0","1196"
"791","18345","10984","18274","7844","1202","0","1196"
"792","18345","10981","18276","7845","1203","0","1196"
"793","18344","10980","18278","7846","1203","0","1196"
"794","18344","10969","18288","7848","1203","0","1197"
"795","18344","10963","18293","7851","1203","0","1198"
"796","18343","10955","18302","7849","1203","0","1198"
"797","18342","10954","18303","7850","1204","0","1199"
"798","18342","10953","18303","7852","1204","0","1199"
"799","18340","10948","18310","7856","1204","0","1200"
"800","18334","10946","18317","7860","1204","0","1200"
"801","18329","10945","18323","7865","1204","0","1207"
"802","18323","10940","18326","7874","1205","0","1211"
"803","18314","10946","18325","7883","1205","0","1212"
"804","18310","10943","18331","7887","1205","0","1214"
"805","18306","10939","18336","7889","1206","0","1214"
"806","18294","10942","18341","7893","1210","0","1218"
"807","18289","10942","18341","7901","1211","0","1218"
"808","18280","10948","18343","7908","1212","0","1218"
"809","18273","10949","18349","7916","1212","0","1218"
"810","18262","10954","18355","7917","1212","0","1221"
"811","18259","10951","18359","7919","1211","0","1221"
"812","18252","10948","18368","7922","1212","0","1223"
"813","18250","10942","18374","7925","1212","0","1223"
"814","18249","10940","18376","7925","1213","0","1227"
"815","18245","10935","18379","7921","1213","0","1229"
"816","18244","10932","18383","7922","1213","0","1231"
"817","18242","10927","18385","7919","1216","0","1231"
"818","18241","10923","18390","7918","1216","0","1231"
"819","18239","10917","18396","7917","1216","0","1233"
"820","18236","10912","18401","7917","1216","0","1236"
"821","18236","10910","18403","7919","1216","0","1236"
"822","18236","10901","18411","7916","1217","0","1236"
"823","18230","10902","18416","7923","1217","0","1238"
"824","18224","10904","18418","7931","1217","0","1239"
"825","18217","10900","18428","7944","1217","0","1240"
"826","18213","10900","18431","7942","1217","0","1240"
"827","18205","10905","18433","7960","1218","0","1242"
"828","18198","10906","18437","7962","1218","0","1243"
"829","18196","10903","18441","7962","1218","0","1249"
"830","18182","10897","18450","7981","1220","0","1252"
"831","18179","10899","18450","7979","1221","0","1253"
"832","18170","10902","18455","7981","1221","0","1253"
"833","18153","10913","18460","8003","1221","0","1254"
"834","18148","10918","18459","8009","1222","0","1254"
"835","18143","10915","18465","8011","1224","0","1255"
"836","18137","10912","18473","8014","1224","0","1255"
"837","18137","10908","18476","8012","1225","0","1256"
"838","18135","10902","18483","8011","1225","0","1256"
"839","18133","10898","18488","8011","1226","0","1256"
